@relation lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute action {0,1,2,3}

@data
-0.199094,1.537418,-0.610168,0.099944,0.225583,0.136171,0,0,0
-0.205128,1.539593,-0.610167,0.09562,0.232391,0.136171,0,0,0
-0.211163,1.541671,-0.610165,0.091296,0.2392,0.13617,0,0,0
-0.217197,1.543653,-0.610164,0.086973,0.246008,0.13617,0,0,0
-0.223232,1.545538,-0.610163,0.082649,0.252817,0.136169,0,0,0
-0.229267,1.547327,-0.610161,0.078325,0.259625,0.136169,0,0,0
-0.235302,1.549019,-0.61016,0.074001,0.266433,0.136168,0,0,0
-0.241337,1.550614,-0.610158,0.069677,0.273242,0.136168,0,0,0
-0.247372,1.552113,-0.610157,0.065354,0.28005,0.136168,0,0,0
-0.253408,1.553515,-0.610155,0.06103,0.286859,0.136167,0,0,0
-0.259443,1.55482,-0.610154,0.056706,0.293667,0.136167,0,0,0
-0.265479,1.556029,-0.610152,0.052382,0.300475,0.136166,0,0,0
-0.271514,1.557142,-0.61015,0.048059,0.307284,0.136166,0,0,0
-0.27755,1.558157,-0.610148,0.043735,0.314092,0.136165,0,0,0
-0.283586,1.559076,-0.610147,0.039411,0.3209,0.136165,0,0,0
-0.289622,1.559899,-0.610145,0.035088,0.327708,0.136164,0,0,0
-0.295658,1.560624,-0.610143,0.030764,0.334516,0.136164,0,0,0
-0.301695,1.561254,-0.610141,0.02644,0.341325,0.136164,0,0,0
-0.307731,1.561786,-0.610139,0.022117,0.348133,0.136163,0,0,0
-0.313768,1.562222,-0.610137,0.017793,0.354941,0.136163,0,0,0
-0.319804,1.562562,-0.610135,0.013469,0.361749,0.136162,0,0,0
-0.325841,1.562804,-0.610133,0.009146,0.368557,0.136162,0,0,0
-0.331878,1.56295,-0.610131,0.004822,0.375365,0.136161,0,0,0
-0.337916,1.563,-0.610129,0.000498,0.382173,0.136161,0,0,0
-0.343953,1.562953,-0.610127,-0.003825,0.388981,0.136161,0,0,0
-0.34999,1.562809,-0.610125,-0.008149,0.395789,0.13616,0,0,0
-0.356028,1.562568,-0.610122,-0.012473,0.402597,0.13616,0,0,0
