x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg,right_leg,magnitude_velocity,abs_x_disp,abs_angle,reward,action
0.5925030708312988,1.539680004119873,-0.36300477385520935,0.1681736260652542,3.1846165657043457,0.7054713368415833,0,0,0.4000685349998356,0.5925030708312988,3.1846165657043457,-3.5510402780314507,0
0.588516354560852,1.5433375835418701,-0.36300864815711975,0.16395963728427887,3.2198870182037354,0.7054107785224915,0,0,0.39831902107492556,0.588516354560852,3.2198870182037354,-3.545891302780433,0
0.5845304727554321,1.5468815565109253,-0.36301812529563904,0.1597454696893692,3.255154609680176,0.7053502798080444,0,0,0.39661161138164547,0.5845304727554321,3.255154609680176,-3.5407491792865358,0
0.5805459022521973,1.5503119230270386,-0.3630331754684448,0.15553100407123566,3.290419101715088,0.7052897810935974,0,0,0.39494679539326083,0.5805459022521973,3.290419101715088,-3.5356282751424715,0
0.5765630006790161,1.55362868309021,-0.3630537986755371,0.15131613612174988,3.3256804943084717,0.7052294015884399,0,0,0.3933250950230718,0.5765630006790161,3.3256804943084717,-3.530552167052633,0
0.5725820660591125,1.556832194328308,-0.3630799651145935,0.14710071682929993,3.360938787460327,0.7051689624786377,0,0,0.39174695062941584,0.5725820660591125,3.360938787460327,-3.525482131897661,0
0.568603515625,1.559922218322754,-0.36311161518096924,0.14288459718227386,3.3961939811706543,0.7051085233688354,0,0,0.39021283339420715,0.568603515625,3.3961939811706543,-3.5205022350672834,0
0.5646279454231262,1.5628993511199951,-0.3631487488746643,0.13866767287254333,3.4314463138580322,0.705048143863678,0,0,0.38872322625082995,0.5646279454231262,3.4314463138580322,-3.515534452291149,0
0.5606554746627808,1.5657633543014526,-0.36319127678871155,0.1344497948884964,3.466695785522461,0.7049877047538757,0,0,0.3872785273733038,0.5606554746627808,3.466695785522461,-3.510581511533701,0
0.5566866993904114,1.5685144662857056,-0.36323919892311096,0.1302308440208435,3.5019421577453613,0.7049273252487183,0,0,0.3858792411600783,0.5566866993904114,3.5019421577453613,-3.5056260742807126,0
0.5527216196060181,1.571152925491333,-0.3632924258708954,0.1260107010602951,3.5371851921081543,0.7048669457435608,0,0,0.384525785876238,0.5527216196060181,3.5371851921081543,-3.5008212340886757,0
0.5487608909606934,1.5736792087554932,-0.36335089802742004,0.12178922444581985,3.572425603866577,0.7048066258430481,0,0,0.3832185887940886,0.5487608909606934,3.572425603866577,-3.495945332842439,0
0.5448047518730164,1.5760931968688965,-0.3634145259857178,0.11756632477045059,3.6076626777648926,0.7047462463378906,0,0,0.3819580663313414,0.5448047518730164,3.6076626777648926,-3.4911516240071023,0
0.5408536791801453,1.5783953666687012,-0.3634832501411438,0.11334184557199478,3.6428966522216797,0.7046859860420227,0,0,0.38074460378819225,0.5408536791801453,3.6428966522216797,-3.4864019976913596,0
0.5369077920913696,1.5805857181549072,-0.3635569214820862,0.10911570489406586,3.6781277656555176,0.70462566614151,0,0,0.3795785543550599,0.5369077920913696,3.6781277656555176,-3.4816652900559575,0
0.5329675674438477,1.5826644897460938,-0.3636355400085449,0.10488776117563248,3.713355779647827,0.7045654058456421,0,0,0.3784603562764881,0.5329675674438477,3.713355779647827,-3.4770328111113713,0
0.529033362865448,1.5846327543258667,-0.3637189269065857,0.10065791010856628,3.7485806941986084,0.7045051455497742,0,0,0.37739033618783757,0.529033362865448,3.7485806941986084,-3.4724246750475913,0
0.5251054763793945,1.586490273475647,-0.3638070523738861,0.09642603248357773,3.7838027477264404,0.7044448852539062,0,0,0.3763689050006726,0.5251054763793945,3.7838027477264404,-3.4678392098434188,0
0.5211840867996216,1.5882375240325928,-0.36389976739883423,0.09219203144311905,3.819021701812744,0.7043846845626831,0,0,0.37539634025422786,0.5211840867996216,3.819021701812744,-3.4632970261325227,0
0.5172697305679321,1.589874505996704,-0.3639970123767853,0.0879557877779007,3.8542377948760986,0.7043243646621704,0,0,0.37447302268996235,0.5172697305679321,3.8542377948760986,-3.4588107234602603,0
0.5133625864982605,1.5914019346237183,-0.36409854888916016,0.0837172120809555,3.889450788497925,0.7042641639709473,0,0,0.37359913795379907,0.5133625864982605,3.889450788497925,-3.4543574757541364,0
0.509462833404541,1.5928202867507935,-0.3642043471336365,0.07947620749473572,3.9246606826782227,0.7042039632797241,0,0,0.3727750936577519,0.509462833404541,3.9246606826782227,-3.4499403991611644,0
0.5055710077285767,1.5941295623779297,-0.3643142282962799,0.07523264735937119,3.9598677158355713,0.704143762588501,0,0,0.37200108081778543,0.5055710077285767,3.9598677158355713,-3.4455900936915214,0
0.5016870498657227,1.5953305959701538,-0.3644280731678009,0.07098647952079773,3.9950716495513916,0.7040835618972778,0,0,0.37127739227271167,0.5016870498657227,3.9950716495513916,-3.4413088592756367,0
0.497811496257782,1.596423625946045,-0.3645457327365875,0.0667375773191452,4.030272960662842,0.7040234804153442,0,0,0.37060422231190676,0.497811496257782,4.030272960662842,-3.437028015979081,0
0.4939444661140442,1.5974092483520508,-0.36466702818870544,0.06248587369918823,4.065471172332764,0.7039633393287659,0,0,0.36998180641085954,0.4939444661140442,4.065471172332764,-3.4328007651266716,0
0.49008607864379883,1.5982877016067505,-0.3647918999195099,0.058231279253959656,4.100666522979736,0.7039032578468323,0,0,0.3694103607769971,0.49008607864379883,4.100666522979736,-3.4285645989101567,0
0.4862368702888489,1.5990594625473022,-0.36492007970809937,0.05397370830178261,4.135858535766602,0.7038431763648987,0,0,0.3688900010999097,0.4862368702888489,4.135858535766602,-3.4244363847615205,0
0.4823966920375824,1.5997252464294434,-0.3650515377521515,0.04971308633685112,4.171047687530518,0.7037830352783203,0,0,0.36842096406489216,0.4823966920375824,4.171047687530518,-3.4203444173672324,0
0.4785659909248352,1.6002854108810425,-0.36518603563308716,0.045449353754520416,4.206233978271484,0.7037228941917419,0,0,0.36800338517321707,0.4785659909248352,4.206233978271484,-3.416220171941177,0
0.47474488615989685,1.6007403135299683,-0.36532336473464966,0.04118241369724274,4.241416931152344,0.7036627531051636,0,0,0.36763725737521263,0.47474488615989685,4.241416931152344,-3.4122123772444866,0
0.4709334373474121,1.6010907888412476,-0.3654634356498718,0.0369122251868248,4.276597023010254,0.70360267162323,0,0,0.3673227953724786,0.4709334373474121,4.276597023010254,-3.408220913340301,0
