@relation lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute action {0,1,2,3}

@data
0.095938,1.545586,0.026012,-0.174785,-0.137603,0.06942,0,0,0
0.096233,1.541549,0.026012,-0.179106,-0.134132,0.06942,0,0,0
0.096528,1.537415,0.026012,-0.183427,-0.130661,0.06942,0,0,0
0.096823,1.533184,0.026011,-0.187748,-0.12719,0.06942,0,0,0
0.097118,1.528855,0.026011,-0.192069,-0.123719,0.06942,0,0,0
0.097413,1.52443,0.026011,-0.19639,-0.120248,0.06942,0,0,0
0.097708,1.519908,0.026011,-0.200711,-0.116777,0.06942,0,0,2
0.098087,1.516424,0.03443,-0.154571,-0.113328,0.068979,0,0,0
0.098466,1.512843,0.03443,-0.158892,-0.109879,0.068979,0,0,0
0.098845,1.509165,0.03443,-0.163213,-0.10643,0.068979,0,0,0
0.099224,1.50539,0.03443,-0.167534,-0.102981,0.068979,0,0,0
0.099603,1.501518,0.03443,-0.171855,-0.099532,0.068979,0,0,0
0.099982,1.497549,0.034429,-0.176176,-0.096083,0.068979,0,0,0
0.100361,1.493483,0.034429,-0.180497,-0.092635,0.068978,0,0,0
0.10074,1.48932,0.034429,-0.184818,-0.089186,0.068978,0,0,0
0.101119,1.48506,0.034429,-0.189139,-0.085737,0.068978,0,0,0
0.101498,1.480702,0.034429,-0.19346,-0.082288,0.068978,0,0,0
0.101877,1.476248,0.034429,-0.197781,-0.078839,0.068978,0,0,0
0.102256,1.471697,0.034429,-0.202102,-0.07539,0.068978,0,0,2
0.102776,1.467766,0.04794,-0.174513,-0.071462,0.07856,0,0,0
0.103295,1.463738,0.04794,-0.178834,-0.067534,0.078559,0,0,0
0.103814,1.459613,0.04794,-0.183155,-0.063606,0.078559,0,0,0
0.104333,1.455391,0.04794,-0.187477,-0.059678,0.078559,0,0,0
0.104852,1.451072,0.04794,-0.191798,-0.05575,0.078559,0,0,0
0.105371,1.446656,0.04794,-0.196119,-0.051822,0.078559,0,0,0
0.10589,1.442143,0.04794,-0.200441,-0.047894,0.078559,0,0,2
0.106466,1.438121,0.053412,-0.178658,-0.043792,0.082046,0,0,0
0.107042,1.434001,0.053412,-0.182979,-0.03969,0.082046,0,0,0
0.107617,1.429785,0.053411,-0.187301,-0.035587,0.082046,0,0,0
0.108193,1.425471,0.053411,-0.191622,-0.031485,0.082046,0,0,0
0.108769,1.42106,0.053411,-0.195944,-0.027383,0.082046,0,0,0
0.109344,1.416553,0.053411,-0.200265,-0.02328,0.082046,0,0,2
0.109955,1.41291,0.056767,-0.161825,-0.019088,0.083855,0,0,0
0.110565,1.409171,0.056767,-0.166146,-0.014895,0.083855,0,0,0
0.111175,1.405335,0.056767,-0.170468,-0.010702,0.083855,0,0,0
0.111785,1.401401,0.056767,-0.174789,-0.006509,0.083855,0,0,0
0.112395,1.397371,0.056767,-0.179111,-0.002317,0.083855,0,0,0
0.113005,1.393244,0.056767,-0.183432,0.001876,0.083855,0,0,0
0.113615,1.38902,0.056767,-0.187754,0.006069,0.083855,0,0,0
0.114225,1.384698,0.056767,-0.192075,0.010262,0.083855,0,0,0
0.114835,1.38028,0.056767,-0.196397,0.014454,0.083855,0,0,0
0.115446,1.375765,0.056767,-0.200718,0.018647,0.083855,0,0,2
0.115971,1.372049,0.048672,-0.165209,0.022501,0.07708,0,0,0
0.116497,1.368236,0.048672,-0.16953,0.026355,0.07708,0,0,0
0.117023,1.364326,0.048672,-0.173851,0.030209,0.07708,0,0,0
0.117549,1.360319,0.048672,-0.178172,0.034063,0.07708,0,0,0
0.118075,1.356215,0.048672,-0.182494,0.037917,0.07708,0,0,0
0.1186,1.352014,0.048672,-0.186815,0.041771,0.07708,0,0,0
0.119126,1.347716,0.048672,-0.191136,0.045625,0.07708,0,0,0
0.119652,1.343321,0.048672,-0.195457,0.049479,0.07708,0,0,0
0.120178,1.338829,0.048672,-0.199779,0.053333,0.07708,0,0,0
0.120703,1.33424,0.048672,-0.2041,0.057187,0.07708,0,0,2
0.121036,1.330072,0.030157,-0.185372,0.06024,0.061054,0,0,0
0.121368,1.325807,0.030157,-0.189693,0.063292,0.061054,0,0,0
0.121701,1.321445,0.030157,-0.194013,0.066345,0.061054,0,0,0
0.122033,1.316985,0.030157,-0.198334,0.069398,0.061054,0,0,0
0.122365,1.312429,0.030157,-0.202655,0.072451,0.061054,0,0,2
0.122792,1.308534,0.038925,-0.173293,0.076105,0.073095,0,0,0
0.123218,1.304542,0.038925,-0.177614,0.07976,0.073095,0,0,0
0.123644,1.300453,0.038925,-0.181935,0.083415,0.073095,0,0,0
0.12407,1.296267,0.038925,-0.186256,0.08707,0.073095,0,0,0
0.124496,1.291984,0.038925,-0.190577,0.090724,0.073095,0,0,0
0.124922,1.287603,0.038925,-0.194898,0.094379,0.073095,0,0,0
0.125349,1.283127,0.038926,-0.199219,0.098034,0.073095,0,0,0
0.125775,1.278552,0.038926,-0.20354,0.101688,0.073095,0,0,2
0.125939,1.275254,0.013546,-0.146815,0.104569,0.057611,0,0,0
0.126104,1.271858,0.013546,-0.151135,0.10745,0.057611,0,0,0
0.126268,1.268365,0.013546,-0.155456,0.11033,0.057611,0,0,0
0.126432,1.264775,0.013546,-0.159777,0.113211,0.057611,0,0,0
0.126597,1.261087,0.013546,-0.164097,0.116091,0.057611,0,0,0
0.126761,1.257303,0.013547,-0.168418,0.118972,0.057611,0,0,0
0.126926,1.253422,0.013547,-0.172739,0.121852,0.057611,0,0,0
0.12709,1.249443,0.013547,-0.177059,0.124733,0.057611,0,0,0
0.127254,1.245368,0.013547,-0.18138,0.127613,0.057611,0,0,0
0.127419,1.241195,0.013547,-0.185701,0.130494,0.057611,0,0,0
0.127583,1.236925,0.013547,-0.190022,0.133374,0.057611,0,0,0
0.127748,1.232559,0.013547,-0.194342,0.136255,0.057611,0,0,0
0.127912,1.228095,0.013548,-0.198663,0.139135,0.057611,0,0,0
0.128077,1.223534,0.013548,-0.202984,0.142016,0.057611,0,0,2
0.128243,1.219493,0.013429,-0.179869,0.145174,0.063152,0,0,0
0.128409,1.215356,0.013429,-0.18419,0.148331,0.063152,0,0,0
0.128574,1.211122,0.013429,-0.188511,0.151489,0.063152,0,0,3
0.128821,1.206805,0.023608,-0.191956,0.152581,0.021852,0,0,3
0.129152,1.202414,0.034076,-0.195048,0.151531,-0.021,0,0,3
0.129554,1.197931,0.043059,-0.198979,0.148681,-0.057007,0,0,0
0.129956,1.19335,0.043059,-0.2033,0.145831,-0.057007,0,0,2
0.13036,1.189392,0.042909,-0.175662,0.143311,-0.050387,0,0,0
0.130763,1.185337,0.042909,-0.179983,0.140792,-0.050387,0,0,0
0.131167,1.181185,0.04291,-0.184303,0.138273,-0.050387,0,0,0
0.131571,1.176936,0.04291,-0.188624,0.135753,-0.050387,0,0,0
0.131975,1.17259,0.04291,-0.192944,0.133234,-0.050387,0,0,0
0.132378,1.168146,0.04291,-0.197265,0.130715,-0.050387,0,0,0
0.132782,1.163605,0.04291,-0.201585,0.128195,-0.050387,0,0,2
0.133249,1.159971,0.048498,-0.161391,0.126359,-0.036718,0,0,0
0.133715,1.156239,0.048498,-0.165711,0.124523,-0.036718,0,0,0
0.134182,1.152409,0.048498,-0.170031,0.122687,-0.036718,0,0,0
0.134648,1.148483,0.048498,-0.174351,0.120852,-0.036718,0,0,0
0.135115,1.144459,0.048498,-0.178672,0.119016,-0.036718,0,0,0
0.135581,1.140339,0.048498,-0.182992,0.11718,-0.036718,0,0,0
0.136048,1.136121,0.048498,-0.187312,0.115344,-0.036718,0,0,0
0.136514,1.131806,0.048498,-0.191633,0.113508,-0.036718,0,0,0
0.13698,1.127394,0.048498,-0.195953,0.111672,-0.036718,0,0,0
0.137447,1.122885,0.048498,-0.200273,0.109836,-0.036718,0,0,2
0.137885,1.118816,0.04562,-0.18073,0.108052,-0.035685,0,0,0
0.138323,1.114649,0.04562,-0.18505,0.106268,-0.035685,0,0,0
0.138762,1.110385,0.04562,-0.189371,0.104483,-0.035685,0,0,0
0.1392,1.106025,0.04562,-0.193691,0.102699,-0.035685,0,0,0
0.139638,1.101567,0.04562,-0.198011,0.100915,-0.035685,0,0,0
0.140076,1.097011,0.04562,-0.202332,0.099131,-0.035685,0,0,2
0.140464,1.092937,0.040585,-0.180972,0.097288,-0.036847,0,0,0
0.140851,1.088765,0.040585,-0.185292,0.095446,-0.036847,0,0,0
0.141238,1.084496,0.040585,-0.189612,0.093603,-0.036847,0,0,0
0.141626,1.08013,0.040585,-0.193932,0.091761,-0.036847,0,0,0
0.142013,1.075667,0.040585,-0.198253,0.089919,-0.036847,0,0,0
0.1424,1.071107,0.040585,-0.202573,0.088076,-0.036847,0,0,2
0.142684,1.067078,0.030524,-0.178929,0.085927,-0.042993,0,0,0
0.142967,1.062952,0.030524,-0.183249,0.083777,-0.042993,0,0,0
0.143251,1.058729,0.030524,-0.18757,0.081627,-0.042993,0,0,0
0.143535,1.054409,0.030524,-0.19189,0.079478,-0.042993,0,0,0
0.143818,1.049992,0.030524,-0.196211,0.077328,-0.042993,0,0,0
0.144102,1.045477,0.030524,-0.200531,0.075178,-0.042993,0,0,2
0.144358,1.042353,0.027615,-0.138745,0.07325,-0.038577,0,0,0
0.144615,1.039132,0.027615,-0.143066,0.071321,-0.038577,0,0,0
0.144872,1.035814,0.027615,-0.147386,0.069392,-0.038577,0,0,0
0.145128,1.032398,0.027615,-0.151706,0.067463,-0.038577,0,0,0
0.145385,1.028886,0.027615,-0.156026,0.065534,-0.038577,0,0,0
0.145642,1.025276,0.027615,-0.160347,0.063605,-0.038577,0,0,0
0.145899,1.021569,0.027615,-0.164667,0.061677,-0.038577,0,0,0
0.146155,1.017765,0.027615,-0.168987,0.059748,-0.038577,0,0,0
0.146412,1.013864,0.027615,-0.173308,0.057819,-0.038577,0,0,0
0.146669,1.009866,0.027615,-0.177628,0.05589,-0.038577,0,0,0
0.146925,1.005771,0.027615,-0.181948,0.053961,-0.038577,0,0,0
0.147182,1.001578,0.027615,-0.186269,0.052032,-0.038576,0,0,0
0.147439,0.997288,0.027615,-0.190589,0.050104,-0.038576,0,0,0
0.147695,0.992901,0.027615,-0.194909,0.048175,-0.038576,0,0,0
0.147952,0.988417,0.027615,-0.19923,0.046246,-0.038576,0,0,0
0.148209,0.983836,0.027615,-0.20355,0.044317,-0.038576,0,0,2
0.148527,0.980293,0.033348,-0.157398,0.042829,-0.029759,0,0,0
0.148845,0.976654,0.033348,-0.161719,0.041341,-0.029759,0,0,0
0.149164,0.972917,0.033348,-0.166039,0.039853,-0.029759,0,0,0
0.149482,0.969083,0.033348,-0.170359,0.038365,-0.029759,0,0,0
0.149801,0.965152,0.033348,-0.174679,0.036878,-0.029759,0,0,0
0.150119,0.961124,0.033348,-0.178999,0.03539,-0.029759,0,0,0
0.150438,0.956998,0.033348,-0.183319,0.033902,-0.029759,0,0,0
0.150756,0.952776,0.033348,-0.18764,0.032414,-0.029758,0,0,0
0.151074,0.948456,0.033348,-0.19196,0.030926,-0.029758,0,0,0
0.151393,0.944039,0.033348,-0.19628,0.029438,-0.029758,0,0,0
0.151711,0.939524,0.033348,-0.2006,0.02795,-0.029758,0,0,2
0.151879,0.936062,0.018833,-0.153866,0.025862,-0.041763,0,0,0
0.152046,0.932502,0.018833,-0.158187,0.023774,-0.041763,0,0,0
0.152213,0.928845,0.018833,-0.162507,0.021685,-0.041763,0,0,0
0.15238,0.92509,0.018833,-0.166827,0.019597,-0.041763,0,0,0
