@relation lunar_lander

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute magnitude_velocity numeric
@attribute abs_x_disp numeric
@attribute abs_angle numeric
@attribute action {0,1,2,3}
@attribute reward numeric

@data
-0.002162552,1.4202580451965332,-0.219071746,0.4150209426879883,0.002512789,0.04962308,0,0,0.4692918189208073,0.002162552,0.002512789,0,-0.860793261
-0.004325581,1.4295203685760498,-0.218775004,0.41165703535079956,0.004964971,0.049048774,0,0,0.4661802424796589,0.004325581,0.004964971,0,-0.785697603
-0.006488514,1.438686728477478,-0.218782827,0.4073807895183563,0.007415622,0.049017571,0,0,0.4624121885450065,0.006488514,0.007415622,0,-0.772902081
-0.008651638,1.4477556943893433,-0.218790084,0.4030565917491913,0.009865981,0.049011547,0,0,0.45861064223415643,0.008651638,0.009865981,0,-0.764508111
-0.010814858,1.4567276239395142,-0.218797326,0.3987337052822113,0.012315947562456131,0.049003921,0,0,0.454819569,0.010814857669174671,0.012315947562456131,0,-0.756081487
-0.012978077,1.4656023979187012,-0.218804568,0.3944115936756134,0.014765524305403233,0.048996214,0,0,0.45103873728387456,0.012978076934814453,0.014765524305403233,0,-0.747617566
-0.015141296,1.4743800163269043,-0.218811825,0.39008960127830505,0.017214706167578697,0.048988495,0,0,0.44726782385939434,0.015141296200454235,0.017214706167578697,0,-0.739156388
-0.017304707,1.4830604791641235,-0.218819022,0.38576751947402954,0.019663535058498383,0.048981197,0,0,0.4435068800982815,0.017304707318544388,0.019663535058498383,0,-0.730717185
-0.019468213,1.4916437864303589,-0.218826205,0.38144537806510925,0.022111980244517326,0.048973538,0,0,0.439756162,0.019468212500214577,0.022111980244517326,0,-0.722285256
-0.021631718,1.5001299381256104,-0.218833357,0.3771231472492218,0.024560064,0.048966459929943085,0,0,0.43601594991557363,0.021631717681884766,0.024560064,0,-0.713898157
-0.023795318,1.5085188150405884,-0.21884048,0.37280088663101196,0.027007775381207466,0.04895889,0,0,0.4322865516482545,0.023795317858457565,0.027007775381207466,0,-0.705546042
-0.025959015,1.5168107748031616,-0.218847603,0.36847856640815735,0.029455147683620453,0.048951861,0,0,0.42856823190564114,0.025959014892578125,0.029455147683620453,0,-0.697191701
-0.028122902,1.5250054597854614,-0.218854696,0.36415621638298035,0.031902131,0.048944332,0,0,0.424861299,0.028122901916503906,0.031902131,0,-0.688859468
-0.030286694,1.5331028699874878,-0.218861729,0.3598337769508362,0.034348767,0.048937403,0,0,0.42116600082057004,0.030286693945527077,0.034348767,0,-0.680590316
-0.032450579,1.5411033630371094,-0.218868762,0.35551130771636963,0.036795042,0.048929937183856964,0,0,0.4174827352540358,0.032450579,0.036795042,0,-0.672307295
-0.03461466,1.5490063428878784,-0.218875796,0.3511887788772583,0.039240982,0.048923030495643616,0,0,0.41381176968619404,0.03461466,0.039240982,0,-0.6640911
-0.036778737,1.5568122863769531,-0.218882769,0.3468662202358246,0.041686527,0.048915606,0,0,0.4101534343804492,0.036778737,0.041686527,0,-0.655878698
-0.038942814,1.564521074295044,-0.218889743,0.3425435721874237,0.04413173,0.048908703,0,0,0.4065080886601468,0.038942813873291016,0.04413173,0,-0.647731116
-0.041107081,1.5721328258514404,-0.218896672,0.33822089433670044,0.046576566994190216,0.048901312,0,0,0.40287606663315645,0.041107081,0.046576566994190216,0,-0.639588183
-0.043271445,1.5796473026275635,-0.218903586,0.333898127,0.049021062,0.048894487,0,0,0.39925775057507884,0.043271444737911224,0.049021062,0,-0.631493194
-0.045435715,1.5870646238327026,-0.218910486,0.3295753598213196,0.051465176,0.048887167,0,0,0.39565353534714176,0.045435715,0.051465176,0,-0.623438339
-0.047600172,1.5943849086761475,-0.218917325,0.325252503,0.053908977657556534,0.04888035,0,0,0.3920637528229054,0.047600172,0.053908977657556534,0,-0.615403984
-0.04976473,1.6016077995300293,-0.21892412,0.320929617,0.05635241,0.048873059,0,0,0.3884888606284875,0.04976473,0.05635241,0,-0.607425094
-0.051929377,1.6087336540222168,-0.218930885,0.31660667061805725,0.058795504,0.048866317,0,0,0.38492923491843256,0.051929377019405365,0.058795504,0,-0.599484654
-0.054094028,1.6157622337341309,-0.218937635,0.3122836947441101,0.061238210648298264,0.048858829,0,0,0.3813853617648065,0.054094028,0.061238210648298264,0,-0.506767753
-0.056257915,1.622672200202942,-0.218855903,0.30700865387916565,0.063680843,0.048852622509002686,0,0,0.3770307945125404,0.056257915,0.063680843,0,-0.581791934
-0.058421802,1.6294851303100586,-0.218855888,0.3026881515979767,0.066123471,0.048852641,0,0,0.37352111391088916,0.058421802,0.066123471,0,-0.574013364
-0.060585689,1.6362009048461914,-0.218855858,0.2983676493167877,0.068566106,0.04885257,0,0,0.3700285631830803,0.060585688799619675,0.068566106,0,-0.566310124
-0.06274958,1.6428195238113403,-0.218855828,0.29404717683792114,0.071008742,0.048852514,0,0,0.36655369295173007,0.06274958,0.071008742,0,-0.558638182
-0.064913467,1.649341106414795,-0.218855768,0.2897266745567322,0.07345137,0.048852511,0,0,0.36309694927029745,0.064913467,0.07345137,0,-0.551023381
-0.067077443,1.6557655334472656,-0.218855709,0.2854061722755432,0.075894006,0.048852514,0,0,0.3596588755071023,0.067077443,0.075894006,0,-0.543456242
-0.06924133,1.6620928049087524,-0.218855664,0.28108566999435425,0.078336619,0.048852488,0,0,0.3562400331274146,0.06924133,0.078336619,0,-0.535946437
-0.071405217,1.668323040008545,-0.21885559,0.27676519751548767,0.080779247,0.048852496,0,0,0.3528409600414898,0.071405217,0.080779247,0,-0.528492917
-0.073569201,1.674456000328064,-0.21885553,0.2724446952342987,0.083221868,0.048852447,0,0,0.34946223311277785,0.073569201,0.083221868,0,-0.52109796
-0.075733088,1.6804919242858887,-0.218855456,0.26812419295310974,0.085664488,0.048852425,0,0,0.34610445897259107,0.075733088,0.085664488,0,-0.51377958
-0.077897072,1.686430811882019,-0.218855381,0.2638036906719208,0.088107117,0.048852492,0,0,0.3427682425167785,0.077897072,0.088107117,0,-0.506496556
-0.080060959,1.692272424697876,-0.218855336,0.2594832181930542,0.090549745,0.048852488,0,0,0.339454263,0.080060959,0.090549745,0,-0.499303272
-0.082224943,1.6980171203613281,-0.218855292,0.2551627457141876,0.092992365,0.048852480947971344,0,0,0.3361631456217358,0.082224943,0.092992365,0,-0.492148826
-0.08438883,1.7036645412445068,-0.218855217,0.25084224343299866,0.095434994,0.048852485,0,0,0.3328955340790036,0.08438883,0.095434994,0,-0.485094138
-0.086552814,1.7092149257659912,-0.218855143,0.2465217411518097,0.097877622,0.048852451145648956,0,0,0.3296521615347924,0.086552814,0.097877622,0,-0.478096489
-0.08871679,1.7146681547164917,-0.218855068,0.24220125377178192,0.1003202497959137,0.048852198,0,0,0.32643373907757645,0.08871679,0.1003202497959137,0,-0.47115682
-0.090880774,1.7200241088867188,-0.218854994,0.23788073658943176,0.10276287,0.048852194,0,0,0.32324101197181687,0.090880774,0.10276287,0,-0.464322044
-0.093044758,1.725283145904541,-0.218854934,0.2335602343082428,0.1052054688334465,0.048852138221263885,0,0,0.3200747840638085,0.093044758,0.1052054688334465,0,-0.457557727
-0.095208742,1.7304449081420898,-0.218854859,0.22923973202705383,0.1076480895280838,0.048852138221263885,0,0,0.3169358142829769,0.095208742,0.1076480895280838,0,-0.450868307
-0.097372726,1.7355096340179443,-0.218854785,0.22491922974586487,0.11009068787097931,0.048852149,0,0,0.31382492056196587,0.097372726,0.11009068787097931,0,-0.444266567
-0.099536702,1.7404773235321045,-0.218854666,0.2205987274646759,0.11253330856561661,0.048852108,0,0,0.3107429221460469,0.099536702,0.11253330856561661,0,-0.437752617
-0.101700686,1.7453477382659912,-0.218854576,0.21627824008464813,0.11497592180967331,0.048852067440748215,0,0,0.3076907599735765,0.10170068591833115,0.11497592180967331,0,-0.431328345
-0.10386467,1.7501211166381836,-0.218854502,0.21195773780345917,0.11741852760314941,0.04885203,0,0,0.3046692818305787,0.10386466979980469,0.11741852760314941,0,-0.425011107
-0.106028751,1.7547974586486816,-0.218854427,0.2076372504234314,0.11986114084720612,0.048852034,0,0,0.30167944671411817,0.10602875053882599,0.11986114084720612,0,-0.41875749
-0.108192727,1.7593765258789062,-0.218854353,0.20331673324108124,0.12230375409126282,0.048852168,0,0,0.29872214239313055,0.10819272696971893,0.12230375409126282,0,-0.412616937
-0.110356808,1.763858437538147,-0.218854263,0.19899624586105347,0.12474635988473892,0.048852112144231796,0,0,0.2957984075391202,0.11035680770874023,0.12474635988473892,0,-0.406589872
-0.112520792,1.7682433128356934,-0.218854144,0.1946757435798645,0.12718896567821503,0.048852082,0,0,0.2929091710863044,0.11252079159021378,0.12718896567821503,0,-0.40064011
