@relation lunar_lander

@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute score numeric
@attribute action {0,1,2,3}

@data
-0.014687633141875267,1.4203336238861084,-0.7428297400474548,0.2074602246284485,0.016841918230056763,0.16653192043304443,0.0,0.0,-1.1176222638993352,0
-0.02203197404742241,1.4249073266983032,-0.7428557872772217,0.20316123962402344,0.02516275830566883,0.16643229126930237,0.0,0.0,-2.3044931818565146,0
-0.029376696795225143,1.4293848276138306,-0.7428802251815796,0.19883222877979279,0.03348252549767494,0.16641078889369965,0.0,0.0,-3.486665369110682,0
-0.0367216095328331,1.4337660074234009,-0.7429044842720032,0.19450528919696808,0.041800953447818756,0.16638422012329102,0.0,0.0,-4.665077383091216,0
-0.04406680911779404,1.4380508661270142,-0.7429288625717163,0.1901787668466568,0.050118040293455124,0.16635718941688538,0.0,0.0,-5.839676023515892,0
-0.051412295550107956,1.4422394037246704,-0.7429531216621399,0.1858520805835724,0.05843378230929375,0.16633057594299316,0.0,0.0,-7.010409126527037,0
-0.05875816196203232,1.44633150100708,-0.7429772615432739,0.18152517080307007,0.06674820184707642,0.1663038432598114,0.0,0.0,-8.177253531618703,0
-0.0661042183637619,1.4503273963928223,-0.7430012822151184,0.17719799280166626,0.07506128400564194,0.1662771999835968,0.0,0.0,-9.340204000386478,0
-0.07345066219568253,1.4542267322540283,-0.7430251836776733,0.17287060618400574,0.0833730548620224,0.16625067591667175,0.0,0.0,-10.49923013577083,0
-0.08079729229211807,1.4580299854278564,-0.7430488467216492,0.1685429960489273,0.09168349951505661,0.16622422635555267,0.0,0.0,-11.6543247669739,0
-0.08814439922571182,1.4617366790771484,-0.7430723905563354,0.16421513259410858,0.09999264031648636,0.16619785130023956,0.0,0.0,-12.8054685603596,0
-0.0954916924238205,1.465347170829773,-0.7430957555770874,0.15988706052303314,0.10830044746398926,0.166171595454216,0.0,0.0,-13.952654978747631,0
-0.10283937305212021,1.4688612222671509,-0.7431190013885498,0.1555587649345398,0.1166069507598877,0.16614538431167603,0.0,0.0,-15.095867793096033,0
-0.1101873368024826,1.4722788333892822,-0.7431420683860779,0.15123023092746735,0.12491217255592346,0.1661193072795868,0.0,0.0,-16.23509872423378,0
-0.11753568798303604,1.4756003618240356,-0.7431649565696716,0.1469014585018158,0.13321606814861298,0.16609331965446472,0.0,0.0,-17.37035973043055,0
-0.12488432228565216,1.4788254499435425,-0.743187665939331,0.14257246255874634,0.14151868224143982,0.16606742143630981,0.0,0.0,-18.501618343740546,0
-0.13223323225975037,1.4819540977478027,-0.7432101964950562,0.13824325799942017,0.149820014834404,0.16604159772396088,0.0,0.0,-19.628868804081065,0
-0.13958263397216797,1.4849863052368164,-0.7432324290275574,0.13391384482383728,0.1581200510263443,0.16601581871509552,0.0,0.0,-20.75210135846379,0
-0.14693231880664825,1.487922191619873,-0.7432546019554138,0.12958408892154694,0.16641882061958313,0.1659902036190033,0.0,0.0,-21.87132452558913,0
-0.15428228676319122,1.4907617568969727,-0.7432765364646912,0.1252540946006775,0.1747163087129593,0.16596467792987823,0.0,0.0,-22.98653624615062,0
-0.16163262724876404,1.4935048818588257,-0.7432982325553894,0.12092390656471252,0.18301251530647278,0.16593927145004272,0.0,0.0,-24.09772105058599,0
-0.1689833700656891,1.4961516857147217,-0.7433197498321533,0.11659350991249084,0.19130748510360718,0.16591393947601318,0.0,0.0,-25.20488680766121,0
-0.1763344705104828,1.498701810836792,-0.7433410286903381,0.11226289719343185,0.1996011734008789,0.1658887267112732,0.0,0.0,-26.3080096347349,0
-0.18368597328662872,1.5011556148529053,-0.7433620691299438,0.10793209075927734,0.20789362490177155,0.16586360335350037,0.0,0.0,-27.40711371084825,0
-0.19102983176708221,1.503504753112793,-0.7429994940757751,0.10316813737154007,0.21658746898174286,0.17388209700584412,0.0,0.0,-28.49760681467089,0
