@relation InstanceResultListener

@attribute Key_Dataset {lunar_lander,lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,1116839470751428698}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 230\nSize of the tree: 459\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 240\nSize of the tree: 479\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 238\nSize of the tree: 475\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 234\nSize of the tree: 467\n','Number of leaves: 231\nSize of the tree: 461\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 237\nSize of the tree: 473\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 242\nSize of the tree: 483\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 232\nSize of the tree: 463\n','Number of leaves: 241\nSize of the tree: 481\n','Number of leaves: 239\nSize of the tree: 477\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 236\nSize of the tree: 471\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 235\nSize of the tree: 469\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 233\nSize of the tree: 465\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 224\nSize of the tree: 447\n','Number of leaves: 229\nSize of the tree: 457\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 287\nSize of the tree: 573\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 288\nSize of the tree: 575\n','Number of leaves: 280\nSize of the tree: 559\n','Number of leaves: 293\nSize of the tree: 585\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 278\nSize of the tree: 555\n','Number of leaves: 299\nSize of the tree: 597\n','Number of leaves: 281\nSize of the tree: 561\n','Number of leaves: 296\nSize of the tree: 591\n','Number of leaves: 294\nSize of the tree: 587\n','Number of leaves: 282\nSize of the tree: 563\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 276\nSize of the tree: 551\n','Number of leaves: 284\nSize of the tree: 567\n','Number of leaves: 291\nSize of the tree: 581\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 308\nSize of the tree: 615\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 303\nSize of the tree: 605\n','Number of leaves: 279\nSize of the tree: 557\n','Number of leaves: 290\nSize of the tree: 579\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 285\nSize of the tree: 569\n','Number of leaves: 283\nSize of the tree: 565\n','Number of leaves: 259\nSize of the tree: 517\n','Number of leaves: 286\nSize of the tree: 571\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,632,65,0,90.674319,9.325681,0,0.6842,0.057861,0.208621,35.190565,72.777157,692.668273,25984.315859,-25291.647586,0.993785,37.280224,-36.286438,432.129973,0.619986,62.386281,0.971731,550,0.358779,47,0.641221,84,0.028269,16,0.921273,0.971731,0.94583,0.683099,0.867909,0.950964,0.906743,0.29316,0.70684,0.093257,0.903323,0.906743,0.901426,0.68654,0.874704,0.893389,0.769228,0.906743,0.059,0.001,0.05845,0.000284,58.45,0.284,125554,635305,72129,93.974175,31.276901,'Number of leaves: 276\nSize of the tree: 551\n',551,276,276,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,633,64,0,90.817791,9.182209,0,0.707237,0.053447,0.203262,32.506231,70.907617,692.668273,33431.39803,-32738.729757,0.993785,47.964703,-46.970918,460.147595,0.660183,66.431164,0.95583,541,0.29771,39,0.70229,92,0.04417,25,0.932759,0.95583,0.944154,0.687927,0.861699,0.942157,0.908178,0.244181,0.755819,0.091822,0.90524,0.908178,0.906112,0.695232,0.868146,0.892838,0.792125,0.908178,0.055,0.001,0.055815,0.000293,55.815,0.293,123334,635305,72129,93.830703,29.447633,'Number of leaves: 271\nSize of the tree: 541\n',541,271,271,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,624,73,0,89.526542,10.473458,0,0.660399,0.058412,0.214135,35.526053,74.70092,692.668273,32395.719995,-31703.051722,0.993785,46.478795,-45.48501,427.942999,0.613978,61.78181,0.954064,540,0.343511,45,0.656489,86,0.045936,26,0.923077,0.954064,0.938315,0.649501,0.87791,0.951746,0.895265,0.281658,0.718342,0.104735,0.887672,0.895265,0.889993,0.652535,0.881611,0.895279,0.751189,0.895265,0.055,0,0.055581,0.000289,55.581,0.289,122002,635305,72129,93.687231,29.447633,'Number of leaves: 268\nSize of the tree: 535\n',535,268,268,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,640,57,0,91.822095,8.177905,0,0.711595,0.048761,0.195206,29.656117,68.097386,692.668273,33418.860937,-32726.192664,0.993785,47.946716,-46.952931,462.426317,0.663452,66.760141,0.989399,560,0.366412,48,0.633588,83,0.010601,6,0.921053,0.989399,0.954003,0.729249,0.841792,0.931318,0.918221,0.298433,0.701567,0.081779,0.916631,0.918221,0.910952,0.728627,0.844313,0.880445,0.782587,0.918221,0.058,0.001,0.056517,0.000265,56.517,0.265,126442,635305,72129,93.974175,28.299857,'Number of leaves: 278\nSize of the tree: 555\n',555,278,278,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,637,60,0,91.391679,8.608321,0,0.725578,0.05176,0.200466,31.480336,69.932253,692.668273,31302.445318,-30609.777045,0.993785,44.910252,-43.916466,468.520078,0.672195,67.639893,0.959364,543,0.282443,37,0.717557,94,0.040636,23,0.936207,0.959364,0.947644,0.707579,0.874653,0.946787,0.913917,0.231616,0.768384,0.086083,0.910949,0.913917,0.911818,0.714216,0.881001,0.895579,0.808153,0.913917,0.06,0,0.059463,0.000296,59.463,0.296,129106,635305,72129,94.117647,28.873745,'Number of leaves: 284\nSize of the tree: 567\n',567,284,284,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,645,52,0,92.539455,7.460545,0,0.764594,0.048761,0.185053,29.656106,64.555681,692.668273,28041.386235,-27348.717962,0.993785,40.231544,-39.237759,477.435562,0.684986,68.927015,0.966431,547,0.229008,30,0.770992,101,0.033569,19,0.948007,0.966431,0.95713,0.763101,0.89402,0.954382,0.925395,0.188129,0.811871,0.074605,0.923664,0.925395,0.923294,0.763688,0.89561,0.912565,0.826358,0.925395,0.056,0,0.054905,0.000278,54.905,0.278,119338,635305,72129,94.691535,28.550933,'Number of leaves: 262\nSize of the tree: 523\n',523,262,262,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,630,67,0,90.387374,9.612626,0,0.69469,0.053902,0.202161,32.782673,70.523616,692.668273,22731.637607,-22038.969334,0.993785,32.61354,-31.619755,459.378815,0.65908,66.320176,0.95583,541,0.290076,38,0.709924,93,0.04417,25,0.93437,0.95583,0.944978,0.693549,0.918519,0.968685,0.903874,0.238379,0.761621,0.096126,0.901315,0.903874,0.901326,0.694316,0.922103,0.919111,0.776694,0.903874,0.057,0,0.05688,0.000299,56.88,0.299,120226,635305,72129,95.982783,30.631277,'Number of leaves: 264\nSize of the tree: 527\n',527,264,264,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,632,65,0,90.674319,9.325681,0,0.70276,0.051574,0.201172,31.366356,70.177467,692.753331,31291.036809,-30598.283478,0.993907,44.893884,-43.899976,461.991835,0.662829,66.689226,0.95583,541,0.29771,39,0.70229,92,0.04417,25,0.932759,0.95583,0.944154,0.687927,0.888679,0.955039,0.906743,0.244278,0.755722,0.093257,0.903752,0.906743,0.903531,0.693147,0.893473,0.90375,0.786386,0.906743,0.054,0.001,0.053912,0.000292,53.912,0.292,125110,635305,72129,94.548063,29.304161,'Number of leaves: 275\nSize of the tree: 549\n',549,275,275,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,631,66,0,90.530846,9.469154,0,0.701427,0.054273,0.201789,33.006642,70.389705,692.996494,29161.257061,-28468.260567,0.994256,41.838245,-40.843989,456.602618,0.655097,65.888157,0.952297,539,0.290076,38,0.709924,93,0.047703,27,0.934142,0.952297,0.943132,0.68528,0.882489,0.949785,0.905308,0.238087,0.761913,0.094692,0.90848,0.905308,0.903692,0.692908,0.887157,0.899591,0.785852,0.905308,0.058,0,0.057106,0.000285,57.106,0.285,120670,635305,72129,93.974175,29.806313,'Number of leaves: 265\nSize of the tree: 529\n',529,265,265,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,645,52,0,92.539455,7.460545,0,0.751854,0.04549,0.184511,27.746555,64.576233,689.104345,23761.777521,-23072.673176,0.988672,34.091503,-33.102831,484.250948,0.694765,70.272514,0.975309,553,0.292308,38,0.707692,92,0.024691,14,0.935702,0.975309,0.955095,0.740863,0.8752,0.947288,0.925395,0.239187,0.760813,0.074605,0.923927,0.925395,0.922142,0.746586,0.881823,0.910732,0.824042,0.925395,0.059,0,0.058039,0.000284,58.039,0.284,130882,635305,72129,95.265423,29.268293,'Number of leaves: 288\nSize of the tree: 575\n',575,288,288,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,627,70,0,89.956958,10.043042,0,0.644644,0.06011,0.207903,36.558343,72.526635,692.668273,22757.294488,-22064.626215,0.993785,32.650351,-31.656566,432.683489,0.62078,62.466191,0.977032,553,0.427481,56,0.572519,75,0.022968,13,0.908046,0.977032,0.941277,0.646401,0.892327,0.959032,0.89957,0.3485,0.6515,0.10043,0.892104,0.89957,0.888551,0.649136,0.897617,0.904719,0.738312,0.89957,0.054,0,0.052538,0.000277,52.538,0.277,114898,635305,72129,95.265423,30.882353,'Number of leaves: 252\nSize of the tree: 503\n',503,252,252,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,641,56,0,91.965567,8.034433,0,0.730853,0.052875,0.19195,32.158478,66.961601,692.668273,23792.560076,-23099.891803,0.993785,34.135667,-33.141882,462.13512,0.663035,66.718101,0.977032,553,0.312977,41,0.687023,90,0.022968,13,0.930976,0.977032,0.953448,0.731031,0.908822,0.965905,0.919656,0.255672,0.744328,0.080344,0.918019,0.919656,0.91549,0.73368,0.912258,0.919508,0.801872,0.919656,0.05,0,0.049738,0.000266,49.738,0.266,110902,635305,72129,95.408895,30.810617,'Number of leaves: 243\nSize of the tree: 485\n',485,243,243,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,639,58,0,91.678623,8.321377,0,0.731989,0.051615,0.191127,31.391764,66.674447,692.668273,26995.191395,-26302.523122,0.993785,38.730547,-37.736762,470.996931,0.675749,67.997474,0.966431,547,0.274809,36,0.725191,95,0.033569,19,0.93825,0.966431,0.952132,0.73051,0.896603,0.95851,0.916786,0.225292,0.774708,0.083214,0.914869,0.916786,0.914054,0.732025,0.899273,0.910104,0.803064,0.916786,0.054,0.001,0.054269,0.000263,54.269,0.263,115786,635305,72129,95.121951,30.523673,'Number of leaves: 254\nSize of the tree: 507\n',507,254,254,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,635,62,0,91.104735,8.895265,0,0.708478,0.051212,0.201969,31.146723,70.456674,692.668273,36634.915756,-35942.247483,0.993785,52.560855,-51.56707,462.756686,0.663926,66.807836,0.966431,547,0.312977,41,0.687023,90,0.033569,19,0.930272,0.966431,0.948007,0.702841,0.852359,0.933915,0.911047,0.256129,0.743871,0.088953,0.90762,0.911047,0.907518,0.706245,0.858023,0.883153,0.786211,0.911047,0.054,0,0.053672,0.000296,53.672,0.296,133102,635305,72129,93.830703,28.550933,'Number of leaves: 293\nSize of the tree: 585\n',585,293,293,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,626,71,0,89.813486,10.186514,0,0.648864,0.05928,0.214994,36.053911,75.00031,692.668273,34532.529054,-33839.860781,0.993785,49.544518,-48.550733,421.593905,0.604869,60.865196,0.973498,551,0.389313,51,0.610687,80,0.026502,15,0.915282,0.973498,0.943493,0.665173,0.870121,0.94836,0.898135,0.318121,0.681879,0.101865,0.890231,0.898135,0.8899,0.66219,0.873334,0.886069,0.736895,0.898135,0.073,0.001,0.069721,0.000797,69.721,0.797,123334,635305,72129,93.400287,29.483501,'Number of leaves: 271\nSize of the tree: 541\n',541,271,271,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,647,50,0,92.826399,7.173601,0,0.772115,0.045613,0.180403,27.741741,62.933454,692.668273,24828.593478,-24135.925205,0.993785,35.622085,-34.6283,497.535507,0.713824,71.828829,0.968198,548,0.236641,31,0.763359,100,0.031802,18,0.946459,0.968198,0.957205,0.762099,0.890426,0.949662,0.928264,0.193984,0.806016,0.071736,0.926508,0.928264,0.925648,0.765675,0.894964,0.913026,0.832846,0.928264,0.06,0,0.058432,0.00028,58.432,0.28,122890,635305,72129,95.552367,29.483501,'Number of leaves: 270\nSize of the tree: 539\n',539,270,270,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,624,73,0,89.526542,10.473458,0,0.650526,0.060619,0.215423,36.868166,75.149955,692.668273,30270.425995,-29577.757721,0.993785,43.429593,-42.435807,422.950062,0.606815,61.060984,0.959364,543,0.381679,50,0.618321,81,0.040636,23,0.915683,0.959364,0.937015,0.633418,0.868631,0.950224,0.895265,0.312189,0.687811,0.104735,0.890016,0.895265,0.888534,0.640564,0.877294,0.890442,0.745266,0.895265,0.06,0,0.059717,0.000298,59.717,0.298,126442,635305,72129,93.543759,29.842181,'Number of leaves: 278\nSize of the tree: 555\n',555,278,278,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,631,66,0,90.530846,9.469154,0,0.691824,0.059421,0.206304,36.1379,71.964533,692.996494,25964.467151,-25271.470657,0.994256,37.251746,-36.25749,442.392307,0.634709,63.837597,0.959364,543,0.328244,43,0.671756,88,0.040636,23,0.926621,0.959364,0.942708,0.673822,0.877343,0.951671,0.905308,0.268839,0.731161,0.094692,0.900679,0.905308,0.901826,0.680767,0.88414,0.896969,0.785108,0.905308,0.056,0,0.055464,0.000284,55.464,0.284,114010,635305,72129,94.548063,31.743185,'Number of leaves: 250\nSize of the tree: 499\n',499,250,250,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,635,62,0,91.104735,8.895265,0,0.719288,0.051163,0.198006,31.116723,69.072823,692.753331,32354.669103,-31661.915772,0.993907,46.419898,-45.425991,469.440836,0.673516,67.764501,0.957597,542,0.267176,35,0.732824,96,0.042403,24,0.939341,0.957597,0.948381,0.714463,0.894701,0.954932,0.911047,0.219598,0.780402,0.088953,0.908452,0.911047,0.90941,0.716449,0.89782,0.899773,0.794406,0.911047,0.059,0.001,0.059537,0.000277,59.537,0.277,127330,635305,72129,94.261119,29.483501,'Number of leaves: 280\nSize of the tree: 559\n',559,280,280,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,631,66,0,90.530846,9.469154,0,0.701094,0.05563,0.20307,33.931874,71.071664,689.104345,27021.358905,-26332.25456,0.988672,38.76809,-37.779418,450.327191,0.646094,65.349637,0.952381,540,0.276923,36,0.723077,94,0.047619,27,0.9375,0.952381,0.944882,0.694636,0.903127,0.964066,0.905308,0.228203,0.771797,0.094692,0.903372,0.905308,0.903824,0.697199,0.906586,0.910087,0.780017,0.905308,0.059,0,0.058943,0.000283,58.943,0.283,123778,635305,72129,94.978479,29.626973,'Number of leaves: 272\nSize of the tree: 543\n',543,272,272,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,635,62,0,91.104735,8.895265,0,0.710568,0.053492,0.201431,32.533075,70.267781,692.753331,29168.616263,-28475.862931,0.993907,41.848804,-40.854897,450.873803,0.646878,65.084321,0.966431,547,0.29771,39,0.70229,92,0.033569,19,0.933447,0.966431,0.949653,0.713968,0.867262,0.943945,0.911047,0.243911,0.756089,0.088953,0.908573,0.911047,0.907708,0.714211,0.872118,0.892272,0.783445,0.911047,0.059,0,0.057441,0.000282,57.441,0.282,127774,635305,72129,93.830703,29.842181,'Number of leaves: 281\nSize of the tree: 561\n',561,281,281,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,624,73,0,89.526542,10.473458,0,0.667168,0.056958,0.216754,34.639519,75.609723,692.996494,36676.943799,-35983.947306,0.994256,52.621153,-51.626897,430.757388,0.618016,62.158668,0.95053,538,0.312977,41,0.687023,90,0.04947,28,0.929188,0.95053,0.939738,0.664171,0.861719,0.943019,0.895265,0.2573,0.7427,0.104735,0.892152,0.895265,0.892901,0.665808,0.866463,0.889063,0.752547,0.895265,0.061,0,0.061045,0.000293,61.045,0.293,139762,635305,72129,93.113343,27.941176,'Number of leaves: 308\nSize of the tree: 615\n',615,308,308,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,632,65,0,90.674319,9.325681,0,0.681974,0.054423,0.206273,33.10004,71.958107,692.668273,28104.107917,-27411.439644,0.993785,40.321532,-39.327747,445.322441,0.638913,64.290867,0.971731,550,0.374046,49,0.625954,82,0.028269,16,0.918197,0.971731,0.944206,0.671723,0.867693,0.947515,0.906743,0.305348,0.694652,0.093257,0.904625,0.906743,0.900977,0.67883,0.877237,0.898332,0.775528,0.906743,0.057,0,0.055213,0.000287,55.213,0.287,127330,635305,72129,94.404591,28.945481,'Number of leaves: 280\nSize of the tree: 559\n',559,280,280,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,626,71,0,89.813486,10.186514,0,0.650098,0.06061,0.211975,36.8627,73.947072,692.668273,28118.873668,-27426.205395,0.993785,40.342717,-39.348932,431.230256,0.618695,62.256389,0.971731,550,0.389313,51,0.610687,80,0.028269,16,0.915141,0.971731,0.942588,0.660247,0.874626,0.951971,0.898135,0.31814,0.68186,0.101865,0.892288,0.898135,0.890107,0.659648,0.881108,0.891402,0.739449,0.898135,0.054,0.001,0.053861,0.000283,53.861,0.283,116230,635305,72129,94.117647,30.954089,'Number of leaves: 255\nSize of the tree: 509\n',509,255,255,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,620,77,0,88.952654,11.047346,0,0.614917,0.06544,0.223251,39.800049,77.880745,692.668273,43119.921906,-42427.253633,0.993785,61.865024,-60.871239,396.400246,0.568723,57.228007,0.968198,548,0.435115,57,0.564885,74,0.031802,18,0.905785,0.968198,0.935952,0.615272,0.838144,0.932863,0.889527,0.355266,0.644734,0.110473,0.882668,0.889527,0.880963,0.619167,0.842415,0.868586,0.720719,0.889527,0.055,0,0.053561,0.000298,53.561,0.298,120670,635305,72129,92.826399,30.093257,'Number of leaves: 265\nSize of the tree: 529\n',529,265,265,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,647,50,0,92.826399,7.173601,0,0.767308,0.045565,0.183163,27.71229,63.896075,692.668273,24826.205234,-24133.536961,0.993785,35.618659,-34.624874,490.601381,0.703876,70.827754,0.973498,551,0.259542,34,0.740458,97,0.026502,15,0.94188,0.973498,0.957428,0.759501,0.896265,0.957298,0.928264,0.21237,0.78763,0.071736,0.925675,0.928264,0.92569,0.763052,0.899058,0.914182,0.834958,0.928264,0.055,0.001,0.055282,0.000286,55.282,0.286,127774,635305,72129,95.695839,30.093257,'Number of leaves: 281\nSize of the tree: 561\n',561,281,281,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,643,54,0,92.252511,7.747489,0,0.756354,0.045026,0.189373,27.384716,66.06247,692.668273,30184.112829,-29491.444556,0.993785,43.305757,-42.311972,494.557003,0.709551,71.398824,0.961131,544,0.244275,32,0.755725,99,0.038869,22,0.944444,0.961131,0.952715,0.739387,0.89141,0.954505,0.922525,0.200541,0.799459,0.077475,0.920406,0.922525,0.921138,0.745387,0.897665,0.910353,0.831038,0.922525,0.058,0,0.05808,0.000325,58.08,0.325,133546,635305,72129,95.408895,29.160689,'Number of leaves: 294\nSize of the tree: 587\n',587,294,294,?
lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20260327.2133,6273,697,640,57,0,91.822095,8.177905,0,0.736625,0.04856,0.195946,29.533904,68.355412,692.668273,30211.665069,-29518.996796,0.993785,43.345287,-42.351502,469.515192,0.673623,67.783557,0.966431,547,0.274809,36,0.725191,95,0.033569,19,0.93825,0.966431,0.952132,0.73051,0.905814,0.962709,0.918221,0.225156,0.774844,0.081779,0.915318,0.918221,0.915672,0.733389,0.905908,0.912617,0.80759,0.918221,0.063,0,0.061762,0.000295,61.762,0.295,137542,635305,72129,93.543759,27.833572,'Number of leaves: 303\nSize of the tree: 605\n',605,303,303,?
